Domain,Area,Element,Item,Year,Unit,Value
Food Balances (old methodology and population),Brazil,Production,"Lemons, Limes and products",2010,1000 tonnes,1021
Food Balances (old methodology and population),Brazil,Production,Grapefruit and products,2010,1000 tonnes,71
Food Balances (old methodology and population),Brazil,Production,"Citrus, Other",2010,,00
Food Balances (old methodology and population),Brazil,Production,Bananas,2010,1000 tonnes,6969
Food Balances (old methodology and population),Brazil,Production,Plantains,2010,,00
Food Balances (old methodology and population),Brazil,Production,Apples and products,2010,1000 tonnes,1279
Food Balances (old methodology and population),Brazil,Production,Pineapples and products,2010,1000 tonnes,2206
Food Balances (old methodology and population),Brazil,Production,Dates,2010,,00
Food Balances (old methodology and population),Brazil,Production,Grapes and products (excl wine),2010,1000 tonnes,1355
Food Balances (old methodology and population),Brazil,Production,"Fruits, Other",2010,1000 tonnes,6267
Food Balances (old methodology and population),Brazil,Production,Coffee and products,2010,1000 tonnes,2907
Food Balances (old methodology and population),Brazil,Production,Cocoa Beans and products,2010,1000 tonnes,235
Food Balances (old methodology and population),Brazil,Production,Tea (including mate),2010,1000 tonnes,435
Food Balances (old methodology and population),Brazil,Production,Pepper,2010,1000 tonnes,52
Food Balances (old methodology and population),Brazil,Production,Pimento,2010,,00
Food Balances (old methodology and population),Brazil,Production,Cloves,2010,,00
Food Balances (old methodology and population),Brazil,Production,"Spices, Other",2010,,00
Food Balances (old methodology and population),Brazil,Production,Wine,2010,1000 tonnes,246
Food Balances (old methodology and population),Brazil,Production,Beer,2010,1000 tonnes,12870
Food Balances (old methodology and population),Brazil,Production,"Beverages, Fermented",2010,,00
Food Balances (old methodology and population),Brazil,Production,"Beverages, Alcoholic",2010,1000 tonnes,701
Food Balances (old methodology and population),Brazil,Production,"Alcohol, Non-Food",2010,1000 tonnes,12830
Food Balances (old methodology and population),Brazil,Production,Bovine Meat,2010,1000 tonnes,9115
Food Balances (old methodology and population),Brazil,Production,Mutton & Goat Meat,2010,1000 tonnes,111
Food Balances (old methodology and population),Brazil,Production,Pigmeat,2010,1000 tonnes,3195
Food Balances (old methodology and population),Brazil,Production,Poultry Meat,2010,1000 tonnes,11185
Food Balances (old methodology and population),Brazil,Production,"Meat, Other",2010,1000 tonnes,24
Food Balances (old methodology and population),Brazil,Production,"Offals, Edible",2010,1000 tonnes,1162
Food Balances (old methodology and population),Brazil,Production,"Butter, Ghee",2010,1000 tonnes,92
Food Balances (old methodology and population),Brazil,Production,Cream,2010,1000 tonnes,9
Food Balances (old methodology and population),Brazil,Production,"Fats, Animals, Raw",2010,1000 tonnes,1301
Food Balances (old methodology and population),Brazil,Production,"Fish, Body Oil",2010,1000 tonnes,4
Food Balances (old methodology and population),Brazil,Production,"Fish, Liver Oil",2010,,00
Food Balances (old methodology and population),Brazil,Production,Eggs,2010,1000 tonnes,2087
Food Balances (old methodology and population),Brazil,Production,Milk - Excluding Butter,2010,1000 tonnes,30864
Food Balances (old methodology and population),Brazil,Production,Freshwater Fish,2010,1000 tonnes,636
Food Balances (old methodology and population),Brazil,Production,Demersal Fish,2010,1000 tonnes,245
Food Balances (old methodology and population),Brazil,Production,Pelagic Fish,2010,1000 tonnes,181
Food Balances (old methodology and population),Brazil,Production,"Marine Fish, Other",2010,1000 tonnes,40
Food Balances (old methodology and population),Brazil,Production,Crustaceans,2010,1000 tonnes,132
Food Balances (old methodology and population),Brazil,Production,Cephalopods,2010,1000 tonnes,4
Food Balances (old methodology and population),Brazil,Production,"Molluscs, Other",2010,1000 tonnes,26
Food Balances (old methodology and population),Brazil,Production,"Meat, Aquatic Mammals",2010,,00
Food Balances (old methodology and population),Brazil,Production,"Aquatic Animals, Others",2010,1000 tonnes,1
Food Balances (old methodology and population),Brazil,Production,Aquatic Plants,2010,1000 tonnes,1
Food Balances (old methodology and population),Brazil,Production,Infant food,2010,,00
Food Balances (old methodology and population),Brazil,Production,Miscellaneous,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Wheat and products,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Rice (Milled Equivalent),2010,1000 tonnes,179
Food Balances (old methodology and population),Costa Rica,Production,Barley and products,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Maize and products,2010,1000 tonnes,19
Food Balances (old methodology and population),Costa Rica,Production,Rye and products,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Oats,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Millet and products,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Sorghum and products,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,"Cereals, Other",2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Cassava and products,2010,1000 tonnes,130
Food Balances (old methodology and population),Costa Rica,Production,Potatoes and products,2010,1000 tonnes,56
Food Balances (old methodology and population),Costa Rica,Production,Sweet potatoes,2010,1000 tonnes,1
Food Balances (old methodology and population),Costa Rica,Production,Yams,2010,1000 tonnes,30
Food Balances (old methodology and population),Costa Rica,Production,"Roots, Other",2010,1000 tonnes,39
Food Balances (old methodology and population),Costa Rica,Production,Sugar cane,2010,1000 tonnes,4150
Food Balances (old methodology and population),Costa Rica,Production,Sugar beet,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Sugar non-centrifugal,2010,1000 tonnes,11
Food Balances (old methodology and population),Costa Rica,Production,Sugar (Raw Equivalent),2010,1000 tonnes,361
Food Balances (old methodology and population),Costa Rica,Production,"Sweeteners, Other",2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Honey,2010,1000 tonnes,1
Food Balances (old methodology and population),Costa Rica,Production,Beans,2010,1000 tonnes,13
Food Balances (old methodology and population),Costa Rica,Production,Peas,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,"Pulses, Other and products",2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Nuts and products,2010,1000 tonnes,1
Food Balances (old methodology and population),Costa Rica,Production,Soyabeans,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Groundnuts (Shelled Eq),2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Sunflower seed,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Rape and Mustardseed,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Cottonseed,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Coconuts - Incl Copra,2010,1000 tonnes,30
Food Balances (old methodology and population),Costa Rica,Production,Sesame seed,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Palm kernels,2010,1000 tonnes,39
Food Balances (old methodology and population),Costa Rica,Production,Olives (including preserved),2010,,00
Food Balances (old methodology and population),Costa Rica,Production,"Oilcrops, Other",2010,1000 tonnes,18
Food Balances (old methodology and population),Costa Rica,Production,Soyabean Oil,2010,1000 tonnes,43
Food Balances (old methodology and population),Costa Rica,Production,Groundnut Oil,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Sunflowerseed Oil,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Rape and Mustard Oil,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Cottonseed Oil,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Palmkernel Oil,2010,1000 tonnes,16
Food Balances (old methodology and population),Costa Rica,Production,Palm Oil,2010,1000 tonnes,227
Food Balances (old methodology and population),Costa Rica,Production,Coconut Oil,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Sesameseed Oil,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Olive Oil,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Ricebran Oil,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Maize Germ Oil,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,"Oilcrops Oil, Other",2010,1000 tonnes,1
Food Balances (old methodology and population),Costa Rica,Production,Tomatoes and products,2010,1000 tonnes,52
Food Balances (old methodology and population),Costa Rica,Production,Onions,2010,1000 tonnes,35
Food Balances (old methodology and population),Costa Rica,Production,"Vegetables, Other",2010,1000 tonnes,349
Food Balances (old methodology and population),Costa Rica,Production,"Oranges, Mandarines",2010,1000 tonnes,252
Food Balances (old methodology and population),Costa Rica,Production,"Lemons, Limes and products",2010,1000 tonnes,26
Food Balances (old methodology and population),Costa Rica,Production,Grapefruit and products,2010,1000 tonnes,18
Food Balances (old methodology and population),Costa Rica,Production,"Citrus, Other",2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Bananas,2010,1000 tonnes,2020
Food Balances (old methodology and population),Costa Rica,Production,Plantains,2010,1000 tonnes,90
Food Balances (old methodology and population),Costa Rica,Production,Apples and products,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Pineapples and products,2010,1000 tonnes,2313
Food Balances (old methodology and population),Costa Rica,Production,Dates,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Grapes and products (excl wine),2010,,00
Food Balances (old methodology and population),Costa Rica,Production,"Fruits, Other",2010,1000 tonnes,350
Food Balances (old methodology and population),Costa Rica,Production,Coffee and products,2010,1000 tonnes,97
Food Balances (old methodology and population),Costa Rica,Production,Cocoa Beans and products,2010,1000 tonnes,1
Food Balances (old methodology and population),Costa Rica,Production,Tea (including mate),2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Pepper,2010,1000 tonnes,1
Food Balances (old methodology and population),Costa Rica,Production,Pimento,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Cloves,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,"Spices, Other",2010,1000 tonnes,2
Food Balances (old methodology and population),Costa Rica,Production,Wine,2010,,00
Food Balances (old methodology and population),Costa Rica,Production,Beer,2010,1000 tonnes,62
Food Balances (old methodology and population),Costa Rica,Production,"Beverages, Fermented",2010,,00
Food Balances (old methodology and population),Costa Rica,Production,"Beverages, Alcoholic",2010,1000 tonnes,38
Food Balances (old methodology and population),Costa Rica,Production,"Alcohol, Non-Food",2010,,0
Food Balances (old methodology and population),Costa Rica,Production,Bovine Meat,2010,1000 tonnes,97
Food Balances (old methodology and population),Costa Rica,Production,Mutton & Goat Meat,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Pigmeat,2010,1000 tonnes,47
Food Balances (old methodology and population),Costa Rica,Production,Poultry Meat,2010,1000 tonnes,105
Food Balances (old methodology and population),Costa Rica,Production,"Meat, Other",2010,,0
Food Balances (old methodology and population),Costa Rica,Production,"Offals, Edible",2010,1000 tonnes,11
Food Balances (old methodology and population),Costa Rica,Production,"Butter, Ghee",2010,1000 tonnes,7
Food Balances (old methodology and population),Costa Rica,Production,Cream,2010,,0
Food Balances (old methodology and population),Costa Rica,Production,"Fats, Animals, Raw",2010,1000 tonnes,26
Food Balances (old methodology and population),Costa Rica,Production,"Fish, Body Oil",2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,"Fish, Liver Oil",2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Eggs,2010,1000 tonnes,54
Food Balances (old methodology and population),Costa Rica,Production,Milk - Excluding Butter,2010,1000 tonnes,952
Food Balances (old methodology and population),Costa Rica,Production,Freshwater Fish,2010,1000 tonnes,25
Food Balances (old methodology and population),Costa Rica,Production,Demersal Fish,2010,1000 tonnes,7
Food Balances (old methodology and population),Costa Rica,Production,Pelagic Fish,2010,1000 tonnes,6
Food Balances (old methodology and population),Costa Rica,Production,"Marine Fish, Other",2010,1000 tonnes,3
Food Balances (old methodology and population),Costa Rica,Production,Crustaceans,2010,1000 tonnes,5
Food Balances (old methodology and population),Costa Rica,Production,Cephalopods,2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,"Molluscs, Other",2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,"Meat, Aquatic Mammals",2010,,0
Food Balances (old methodology and population),Costa Rica,Production,"Aquatic Animals, Others",2010,1000 tonnes,0
Food Balances (old methodology and population),Costa Rica,Production,Aquatic Plants,2010,,0
Food Balances (old methodology and population),Costa Rica,Production,Infant food,2010,,0
Food Balances (old methodology and population),Costa Rica,Production,Miscellaneous,2010,,0
Food Balances (old methodology and population),France,Production,Wheat and products,2010,1000 tonnes,38207
Food Balances (old methodology and population),France,Production,Rice (Milled Equivalent),2010,1000 tonnes,76
Food Balances (old methodology and population),France,Production,Barley and products,2010,1000 tonnes,10102
Food Balances (old methodology and population),France,Production,Maize and products,2010,1000 tonnes,13975
Food Balances (old methodology and population),France,Production,Rye and products,2010,1000 tonnes,151
Food Balances (old methodology and population),France,Production,Oats,2010,1000 tonnes,392
Food Balances (old methodology and population),France,Production,Millet and products,2010,1000 tonnes,38
Food Balances (old methodology and population),France,Production,Sorghum and products,2010,1000 tonnes,286
Food Balances (old methodology and population),France,Production,"Cereals, Other",2010,1000 tonnes,2365
Food Balances (old methodology and population),France,Production,Cassava and products,2010,,0
Food Balances (old methodology and population),France,Production,Potatoes and products,2010,1000 tonnes,6731
Food Balances (old methodology and population),France,Production,Sweet potatoes,2010,,0
Food Balances (old methodology and population),France,Production,Yams,2010,,0
Food Balances (old methodology and population),France,Production,"Roots, Other",2010,,0
Food Balances (old methodology and population),France,Production,Sugar cane,2010,,0
Food Balances (old methodology and population),France,Production,Sugar beet,2010,1000 tonnes,31875
Food Balances (old methodology and population),France,Production,Sugar non-centrifugal,2010,,0
Food Balances (old methodology and population),France,Production,Sugar (Raw Equivalent),2010,1000 tonnes,4149
Food Balances (old methodology and population),France,Production,"Sweeteners, Other",2010,1000 tonnes,1340
Food Balances (old methodology and population),France,Production,Honey,2010,1000 tonnes,14
Food Balances (old methodology and population),France,Production,Beans,2010,1000 tonnes,8
Food Balances (old methodology and population),France,Production,Peas,2010,1000 tonnes,1073
Food Balances (old methodology and population),France,Production,"Pulses, Other and products",2010,1000 tonnes,529
Food Balances (old methodology and population),France,Production,Nuts and products,2010,1000 tonnes,52
Food Balances (old methodology and population),France,Production,Soyabeans,2010,1000 tonnes,137
Food Balances (old methodology and population),France,Production,Groundnuts (Shelled Eq),2010,,0
Food Balances (old methodology and population),France,Production,Sunflower seed,2010,1000 tonnes,1636
Food Balances (old methodology and population),France,Production,Rape and Mustardseed,2010,1000 tonnes,4827
Food Balances (old methodology and population),France,Production,Cottonseed,2010,,0
Food Balances (old methodology and population),France,Production,Coconuts - Incl Copra,2010,,0
Food Balances (old methodology and population),France,Production,Sesame seed,2010,,0
Food Balances (old methodology and population),France,Production,Palm kernels,2010,,0
Food Balances (old methodology and population),France,Production,Olives (including preserved),2010,1000 tonnes,32
Food Balances (old methodology and population),France,Production,"Oilcrops, Other",2010,1000 tonnes,107
Food Balances (old methodology and population),France,Production,Soyabean Oil,2010,1000 tonnes,91
Food Balances (old methodology and population),France,Production,Groundnut Oil,2010,1000 tonnes,0
Food Balances (old methodology and population),France,Production,Sunflowerseed Oil,2010,1000 tonnes,568
Food Balances (old methodology and population),France,Production,Rape and Mustard Oil,2010,1000 tonnes,1898
Food Balances (old methodology and population),France,Production,Cottonseed Oil,2010,1000 tonnes,0
Food Balances (old methodology and population),France,Production,Palmkernel Oil,2010,1000 tonnes,0
Food Balances (old methodology and population),France,Production,Palm Oil,2010,,0
Food Balances (old methodology and population),France,Production,Coconut Oil,2010,1000 tonnes,0
Food Balances (old methodology and population),France,Production,Sesameseed Oil,2010,1000 tonnes,5
Food Balances (old methodology and population),France,Production,Olive Oil,2010,1000 tonnes,6
Food Balances (old methodology and population),France,Production,Ricebran Oil,2010,,0
Food Balances (old methodology and population),France,Production,Maize Germ Oil,2010,1000 tonnes,51
Food Balances (old methodology and population),France,Production,"Oilcrops Oil, Other",2010,1000 tonnes,71
Food Balances (old methodology and population),France,Production,Tomatoes and products,2010,1000 tonnes,645
Food Balances (old methodology and population),France,Production,Onions,2010,1000 tonnes,329
Food Balances (old methodology and population),France,Production,"Vegetables, Other",2010,1000 tonnes,4732
Food Balances (old methodology and population),France,Production,"Oranges, Mandarines",2010,1000 tonnes,34
Food Balances (old methodology and population),France,Production,"Lemons, Limes and products",2010,1000 tonnes,4
Food Balances (old methodology and population),France,Production,Grapefruit and products,2010,1000 tonnes,4
Food Balances (old methodology and population),France,Production,"Citrus, Other",2010,,0
Food Balances (old methodology and population),France,Production,Bananas,2010,,0
Food Balances (old methodology and population),France,Production,Plantains,2010,,0
Food Balances (old methodology and population),France,Production,Apples and products,2010,1000 tonnes,1788
Food Balances (old methodology and population),France,Production,Pineapples and products,2010,,0
Food Balances (old methodology and population),France,Production,Dates,2010,,0
Food Balances (old methodology and population),France,Production,Grapes and products (excl wine),2010,1000 tonnes,5894
Food Balances (old methodology and population),France,Production,"Fruits, Other",2010,1000 tonnes,1070
Food Balances (old methodology and population),France,Production,Coffee and products,2010,,0
Food Balances (old methodology and population),France,Production,Cocoa Beans and products,2010,,0
Food Balances (old methodology and population),France,Production,Tea (including mate),2010,,0
Food Balances (old methodology and population),France,Production,Pepper,2010,,0
Food Balances (old methodology and population),France,Production,Pimento,2010,,0
Food Balances (old methodology and population),France,Production,Cloves,2010,,0
Food Balances (old methodology and population),France,Production,"Spices, Other",2010,,0
Food Balances (old methodology and population),France,Production,Wine,2010,1000 tonnes,4532
Food Balances (old methodology and population),France,Production,Beer,2010,1000 tonnes,1449
Food Balances (old methodology and population),France,Production,"Beverages, Fermented",2010,1000 tonnes,525
Food Balances (old methodology and population),France,Production,"Beverages, Alcoholic",2010,1000 tonnes,840
Food Balances (old methodology and population),France,Production,"Alcohol, Non-Food",2010,1000 tonnes,705
Food Balances (old methodology and population),France,Production,Bovine Meat,2010,1000 tonnes,1530
Food Balances (old methodology and population),France,Production,Mutton & Goat Meat,2010,1000 tonnes,131
Food Balances (old methodology and population),France,Production,Pigmeat,2010,1000 tonnes,2255
Food Balances (old methodology and population),France,Production,Poultry Meat,2010,1000 tonnes,1716
Food Balances (old methodology and population),France,Production,"Meat, Other",2010,1000 tonnes,179
Food Balances (old methodology and population),France,Production,"Offals, Edible",2010,1000 tonnes,485
Food Balances (old methodology and population),France,Production,"Butter, Ghee",2010,1000 tonnes,396
Food Balances (old methodology and population),France,Production,Cream,2010,1000 tonnes,361
Food Balances (old methodology and population),France,Production,"Fats, Animals, Raw",2010,1000 tonnes,524
Food Balances (old methodology and population),France,Production,"Fish, Body Oil",2010,1000 tonnes,6
Food Balances (old methodology and population),France,Production,"Fish, Liver Oil",2010,1000 tonnes,0
Food Balances (old methodology and population),France,Production,Eggs,2010,1000 tonnes,947
Food Balances (old methodology and population),France,Production,Milk - Excluding Butter,2010,1000 tonnes,24246
Food Balances (old methodology and population),France,Production,Freshwater Fish,2010,1000 tonnes,45
Food Balances (old methodology and population),France,Production,Demersal Fish,2010,1000 tonnes,179
Food Balances (old methodology and population),France,Production,Pelagic Fish,2010,1000 tonnes,172
Food Balances (old methodology and population),France,Production,"Marine Fish, Other",2010,1000 tonnes,5
Food Balances (old methodology and population),France,Production,Crustaceans,2010,1000 tonnes,18
Food Balances (old methodology and population),France,Production,Cephalopods,2010,1000 tonnes,20
Food Balances (old methodology and population),France,Production,"Molluscs, Other",2010,1000 tonnes,231
Food Balances (old methodology and population),France,Production,"Meat, Aquatic Mammals",2010,,0
Food Balances (old methodology and population),France,Production,"Aquatic Animals, Others",2010,1000 tonnes,0
Food Balances (old methodology and population),France,Production,Aquatic Plants,2010,1000 tonnes,23
Food Balances (old methodology and population),France,Production,Infant food,2010,,0
Food Balances (old methodology and population),France,Production,Miscellaneous,2010,,0
Food Balances (old methodology and population),India,Production,Wheat and products,2010,1000 tonnes,80804
Food Balances (old methodology and population),India,Production,Rice (Milled Equivalent),2010,1000 tonnes,96023
Food Balances (old methodology and population),India,Production,Barley and products,2010,1000 tonnes,1355
Food Balances (old methodology and population),India,Production,Maize and products,2010,1000 tonnes,21726
Food Balances (old methodology and population),India,Production,Rye and products,2010,,0
Food Balances (old methodology and population),India,Production,Oats,2010,,0
Food Balances (old methodology and population),India,Production,Millet and products,2010,1000 tonnes,13293
Food Balances (old methodology and population),India,Production,Sorghum and products,2010,1000 tonnes,6698
Food Balances (old methodology and population),India,Production,"Cereals, Other",2010,,0
Food Balances (old methodology and population),India,Production,Cassava and products,2010,1000 tonnes,8060
Food Balances (old methodology and population),India,Production,Potatoes and products,2010,1000 tonnes,36577
Food Balances (old methodology and population),India,Production,Sweet potatoes,2010,1000 tonnes,1095
Food Balances (old methodology and population),India,Production,Yams,2010,,0
Food Balances (old methodology and population),India,Production,"Roots, Other",2010,,0
Food Balances (old methodology and population),India,Production,Sugar cane,2010,1000 tonnes,292302
Food Balances (old methodology and population),India,Production,Sugar beet,2010,,0
Food Balances (old methodology and population),India,Production,Sugar non-centrifugal,2010,1000 tonnes,7004
Food Balances (old methodology and population),India,Production,Sugar (Raw Equivalent),2010,1000 tonnes,20637
Food Balances (old methodology and population),India,Production,"Sweeteners, Other",2010,1000 tonnes,277
Food Balances (old methodology and population),India,Production,Honey,2010,1000 tonnes,60
Food Balances (old methodology and population),India,Production,Beans,2010,1000 tonnes,4890
Food Balances (old methodology and population),India,Production,Peas,2010,1000 tonnes,675
Food Balances (old methodology and population),India,Production,"Pulses, Other and products",2010,1000 tonnes,11672
Food Balances (old methodology and population),India,Production,Nuts and products,2010,1000 tonnes,1129
Food Balances (old methodology and population),India,Production,Soyabeans,2010,1000 tonnes,12736
Food Balances (old methodology and population),India,Production,Groundnuts (Shelled Eq),2010,1000 tonnes,5785
Food Balances (old methodology and population),India,Production,Sunflower seed,2010,1000 tonnes,651
Food Balances (old methodology and population),India,Production,Rape and Mustardseed,2010,1000 tonnes,6608
Food Balances (old methodology and population),India,Production,Cottonseed,2010,1000 tonnes,11544
Food Balances (old methodology and population),India,Production,Coconuts - Incl Copra,2010,1000 tonnes,10840
Food Balances (old methodology and population),India,Production,Sesame seed,2010,1000 tonnes,893
Food Balances (old methodology and population),India,Production,Palm kernels,2010,,0
Food Balances (old methodology and population),India,Production,Olives (including preserved),2010,,0
Food Balances (old methodology and population),India,Production,"Oilcrops, Other",2010,1000 tonnes,1791
Food Balances (old methodology and population),India,Production,Soyabean Oil,2010,1000 tonnes,2038
Food Balances (old methodology and population),India,Production,Groundnut Oil,2010,1000 tonnes,1901
Food Balances (old methodology and population),India,Production,Sunflowerseed Oil,2010,1000 tonnes,215
Food Balances (old methodology and population),India,Production,Rape and Mustard Oil,2010,1000 tonnes,2048
Food Balances (old methodology and population),India,Production,Cottonseed Oil,2010,1000 tonnes,1089
Food Balances (old methodology and population),India,Production,Palmkernel Oil,2010,,0
Food Balances (old methodology and population),India,Production,Palm Oil,2010,,0
Food Balances (old methodology and population),India,Production,Coconut Oil,2010,1000 tonnes,369
Food Balances (old methodology and population),India,Production,Sesameseed Oil,2010,1000 tonnes,100
Food Balances (old methodology and population),India,Production,Olive Oil,2010,,0
Food Balances (old methodology and population),India,Production,Ricebran Oil,2010,1000 tonnes,720
Food Balances (old methodology and population),India,Production,Maize Germ Oil,2010,1000 tonnes,5
Food Balances (old methodology and population),India,Production,"Oilcrops Oil, Other",2010,1000 tonnes,636
Food Balances (old methodology and population),India,Production,Tomatoes and products,2010,1000 tonnes,12433
Food Balances (old methodology and population),India,Production,Onions,2010,1000 tonnes,15118
Food Balances (old methodology and population),India,Production,"Vegetables, Other",2010,1000 tonnes,72853
Food Balances (old methodology and population),India,Production,"Oranges, Mandarines",2010,1000 tonnes,5966
Food Balances (old methodology and population),India,Production,"Lemons, Limes and products",2010,1000 tonnes,2629
