Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QC,Crops,21,Brazil,5419,Yield,459,Chicory roots,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,689,"Chillies and peppers, dry",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,401,"Chillies and peppers, green",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,693,Cinnamon (cannella),2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,698,Cloves,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,661,"Cocoa, beans",2010,2010,hg/ha,3563
QC,Crops,21,Brazil,5419,Yield,249,Coconuts,2010,2010,hg/ha,103364
QC,Crops,21,Brazil,5419,Yield,656,"Coffee, green",2010,2010,hg/ha,13461
QC,Crops,21,Brazil,5419,Yield,813,Coir,2010,2010,,0
QC,Crops,21,Brazil,5423,Extraction Rate,767,Cotton lint,2010,2010,,0
QC,Crops,21,Brazil,5423,Extraction Rate,329,Cottonseed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,195,"Cow peas, dry",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,554,Cranberries,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,397,Cucumbers and gherkins,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,550,Currants,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,577,Dates,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,399,Eggplants (aubergines),2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,821,Fibre crops nes,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,569,Figs,2010,2010,hg/ha,87716
QC,Crops,21,Brazil,5419,Yield,773,Flax fibre and tow,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,94,Fonio,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,512,"Fruit, citrus nes",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,619,"Fruit, fresh nes",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,542,"Fruit, pome nes",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,541,"Fruit, stone nes",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,603,"Fruit, tropical fresh nes",2010,2010,hg/ha,148340
QC,Crops,21,Brazil,5419,Yield,406,Garlic,2010,2010,hg/ha,99640
QC,Crops,21,Brazil,5419,Yield,720,Ginger,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,549,Gooseberries,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,103,"Grain, mixed",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,507,Grapefruit (inc. pomelos),2010,2010,hg/ha,175720
QC,Crops,21,Brazil,5419,Yield,560,Grapes,2010,2010,hg/ha,166278
QC,Crops,21,Brazil,5419,Yield,242,"Groundnuts, with shell",2010,2010,hg/ha,27717
QC,Crops,21,Brazil,5423,Extraction Rate,839,"Gums, natural",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,225,"Hazelnuts, with shell",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,777,Hemp tow waste,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,336,Hempseed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,677,Hops,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,277,Jojoba seed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,780,Jute,2010,2010,hg/ha,12918
QC,Crops,21,Brazil,5423,Extraction Rate,778,Kapok fibre,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,310,Kapok fruit,2010,2010,,0
QC,Crops,21,Brazil,5423,Extraction Rate,311,Kapokseed in shell,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,263,Karite nuts (sheanuts),2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,592,Kiwi fruit,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,224,Kola nuts,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,407,"Leeks, other alliaceous vegetables",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,497,Lemons and limes,2010,2010,hg/ha,238608
QC,Crops,21,Brazil,5419,Yield,201,Lentils,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,372,Lettuce and chicory,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,333,Linseed,2010,2010,hg/ha,9744
QC,Crops,21,Brazil,5419,Yield,210,Lupins,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,56,Maize,2010,2010,hg/ha,43667
QC,Crops,21,Brazil,5419,Yield,446,"Maize, green",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,571,"Mangoes, mangosteens, guavas",2010,2010,hg/ha,158242
QC,Crops,21,Brazil,5419,Yield,809,Manila fibre (abaca),2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,671,Maté,2010,2010,hg/ha,63110
QC,Crops,21,Brazil,5419,Yield,568,"Melons, other (inc.cantaloupes)",2010,2010,hg/ha,253641
QC,Crops,21,Brazil,5419,Yield,299,Melonseed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,79,Millet,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,449,Mushrooms and truffles,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,292,Mustard seed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,702,"Nutmeg, mace and cardamoms",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,234,Nuts nes,2010,2010,hg/ha,7183
QC,Crops,21,Brazil,5419,Yield,75,Oats,2010,2010,hg/ha,22776
QC,Crops,21,Brazil,5419,Yield,254,Oil palm fruit,2010,2010,hg/ha,121473
QC,Crops,21,Brazil,5423,Extraction Rate,257,"Oil, palm",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,339,Oilseeds nes,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,430,Okra,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,260,Olives,2010,2010,hg/ha,9051
QC,Crops,21,Brazil,5419,Yield,403,"Onions, dry",2010,2010,hg/ha,248947
QC,Crops,21,Brazil,5419,Yield,402,"Onions, shallots, green",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,490,Oranges,2010,2010,hg/ha,233404
QC,Crops,21,Brazil,5423,Extraction Rate,256,Palm kernels,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,600,Papayas,2010,2010,hg/ha,543906
QC,Crops,21,Brazil,5419,Yield,534,Peaches and nectarines,2010,2010,hg/ha,109612
QC,Crops,21,Brazil,5419,Yield,521,Pears,2010,2010,hg/ha,106821
QC,Crops,21,Brazil,5419,Yield,187,"Peas, dry",2010,2010,hg/ha,23001
QC,Crops,21,Brazil,5419,Yield,417,"Peas, green",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,687,Pepper (piper spp.),2010,2010,hg/ha,22412
QC,Crops,21,Brazil,5419,Yield,748,Peppermint,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,587,Persimmons,2010,2010,hg/ha,190994
QC,Crops,21,Brazil,5419,Yield,197,Pigeon peas,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,574,Pineapples,2010,2010,hg/ha,376978
QC,Crops,21,Brazil,5419,Yield,223,Pistachios,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,489,Plantains and others,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,536,Plums and sloes,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,296,Poppy seed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,116,Potatoes,2010,2010,hg/ha,258859
QC,Crops,21,Brazil,5419,Yield,211,Pulses nes,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,394,"Pumpkins, squash and gourds",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,754,"Pyrethrum, dried",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,523,Quinces,2010,2010,hg/ha,46124
QC,Crops,21,Brazil,5419,Yield,92,Quinoa,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,788,Ramie,2010,2010,hg/ha,22520
QC,Crops,21,Brazil,5419,Yield,270,Rapeseed,2010,2010,hg/ha,15217
QC,Crops,21,Brazil,5419,Yield,547,Raspberries,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,41271
QC,Crops,21,Brazil,5419,Yield,149,Roots and tubers nes,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,836,"Rubber, natural",2010,2010,hg/ha,10723
QC,Crops,21,Brazil,5419,Yield,71,Rye,2010,2010,hg/ha,13508
QC,Crops,21,Brazil,5419,Yield,280,Safflower seed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,328,Seed cotton,2010,2010,hg/ha,35537
QC,Crops,21,Brazil,5419,Yield,289,Sesame seed,2010,2010,hg/ha,6250
QC,Crops,21,Brazil,5419,Yield,789,Sisal,2010,2010,hg/ha,9338
QC,Crops,21,Brazil,5419,Yield,83,Sorghum,2010,2010,hg/ha,23172
QC,Crops,21,Brazil,5419,Yield,236,Soybeans,2010,2010,hg/ha,29475
QC,Crops,21,Brazil,5419,Yield,723,Spices nes,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,373,Spinach,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,544,Strawberries,2010,2010,hg/ha,81187
QC,Crops,21,Brazil,5419,Yield,423,String beans,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,157,Sugar beet,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,156,Sugar cane,2010,2010,hg/ha,790445
QC,Crops,21,Brazil,5419,Yield,161,Sugar crops nes,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,267,Sunflower seed,2010,2010,hg/ha,11322
QC,Crops,21,Brazil,5419,Yield,122,Sweet potatoes,2010,2010,hg/ha,118459
QC,Crops,21,Brazil,5419,Yield,305,Tallowtree seed,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,495,"Tangerines, mandarins, clementines, satsumas",2010,2010,hg/ha,195088
QC,Crops,21,Brazil,5419,Yield,136,Taro (cocoyam),2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,667,Tea,2010,2010,hg/ha,17832
QC,Crops,21,Brazil,5419,Yield,826,"Tobacco, unmanufactured",2010,2010,hg/ha,17521
QC,Crops,21,Brazil,5419,Yield,388,Tomatoes,2010,2010,hg/ha,604909
QC,Crops,21,Brazil,5419,Yield,97,Triticale,2010,2010,hg/ha,24588
QC,Crops,21,Brazil,5419,Yield,275,Tung nuts,2010,2010,hg/ha,25854
QC,Crops,21,Brazil,5419,Yield,692,Vanilla,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,463,"Vegetables, fresh nes",2010,2010,hg/ha,119925
QC,Crops,21,Brazil,5419,Yield,420,"Vegetables, leguminous nes",2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,205,Vetches,2010,2010,,0
QC,Crops,21,Brazil,5419,Yield,222,"Walnuts, with shell",2010,2010,hg/ha,21508
QC,Crops,21,Brazil,5419,Yield,567,Watermelons,2010,2010,hg/ha,216221
QC,Crops,21,Brazil,5419,Yield,15,Wheat,2010,2010,hg/ha,28288
QC,Crops,21,Brazil,5419,Yield,137,Yams,2010,2010,hg/ha,95000
QC,Crops,21,Brazil,5419,Yield,135,Yautia (cocoyam),2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,800,Agave fibres nes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,221,"Almonds, with shell",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,711,"Anise, badian, fennel, coriander",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,515,Apples,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,526,Apricots,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,226,Areca nuts,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,366,Artichokes,2010,2010,hg/ha,50000
QC,Crops,48,Costa Rica,5419,Yield,367,Asparagus,2010,2010,hg/ha,41667
QC,Crops,48,Costa Rica,5419,Yield,572,Avocados,2010,2010,hg/ha,13802
QC,Crops,48,Costa Rica,5419,Yield,203,Bambara beans,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,486,Bananas,2010,2010,hg/ha,469389
QC,Crops,48,Costa Rica,5419,Yield,44,Barley,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,782,"Bastfibres, other",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,176,"Beans, dry",2010,2010,hg/ha,6310
QC,Crops,48,Costa Rica,5419,Yield,414,"Beans, green",2010,2010,hg/ha,10000
QC,Crops,48,Costa Rica,5419,Yield,558,Berries nes,2010,2010,hg/ha,176357
QC,Crops,48,Costa Rica,5419,Yield,552,Blueberries,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,216,"Brazil nuts, with shell",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,181,"Broad beans, horse beans, dry",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,89,Buckwheat,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,358,Cabbages and other brassicas,2010,2010,hg/ha,369805
QC,Crops,48,Costa Rica,5419,Yield,101,Canary seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,461,Carobs,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,426,Carrots and turnips,2010,2010,hg/ha,351957
QC,Crops,48,Costa Rica,5419,Yield,217,"Cashew nuts, with shell",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,591,Cashewapple,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,125,Cassava,2010,2010,hg/ha,128861
QC,Crops,48,Costa Rica,5419,Yield,378,Cassava leaves,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,265,Castor oil seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,393,Cauliflowers and broccoli,2010,2010,hg/ha,70000
QC,Crops,48,Costa Rica,5419,Yield,108,Cereals nes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,531,Cherries,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,530,"Cherries, sour",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,220,Chestnut,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,191,Chick peas,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,459,Chicory roots,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,689,"Chillies and peppers, dry",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,401,"Chillies and peppers, green",2010,2010,hg/ha,36569
QC,Crops,48,Costa Rica,5419,Yield,693,Cinnamon (cannella),2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,698,Cloves,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,661,"Cocoa, beans",2010,2010,hg/ha,1464
QC,Crops,48,Costa Rica,5419,Yield,249,Coconuts,2010,2010,hg/ha,73750
QC,Crops,48,Costa Rica,5419,Yield,656,"Coffee, green",2010,2010,hg/ha,9284
QC,Crops,48,Costa Rica,5419,Yield,813,Coir,2010,2010,,0
QC,Crops,48,Costa Rica,5423,Extraction Rate,767,Cotton lint,2010,2010,,0
QC,Crops,48,Costa Rica,5423,Extraction Rate,329,Cottonseed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,195,"Cow peas, dry",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,554,Cranberries,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,397,Cucumbers and gherkins,2010,2010,hg/ha,90909
QC,Crops,48,Costa Rica,5419,Yield,550,Currants,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,577,Dates,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,399,Eggplants (aubergines),2010,2010,hg/ha,53125
QC,Crops,48,Costa Rica,5419,Yield,821,Fibre crops nes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,569,Figs,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,773,Flax fibre and tow,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,94,Fonio,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,512,"Fruit, citrus nes",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,619,"Fruit, fresh nes",2010,2010,hg/ha,69677
QC,Crops,48,Costa Rica,5419,Yield,542,"Fruit, pome nes",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,541,"Fruit, stone nes",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,603,"Fruit, tropical fresh nes",2010,2010,hg/ha,7580
QC,Crops,48,Costa Rica,5419,Yield,406,Garlic,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,720,Ginger,2010,2010,hg/ha,133071
QC,Crops,48,Costa Rica,5419,Yield,549,Gooseberries,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,103,"Grain, mixed",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,507,Grapefruit (inc. pomelos),2010,2010,hg/ha,79938
QC,Crops,48,Costa Rica,5419,Yield,560,Grapes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,242,"Groundnuts, with shell",2010,2010,hg/ha,11723
QC,Crops,48,Costa Rica,5423,Extraction Rate,839,"Gums, natural",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,225,"Hazelnuts, with shell",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,777,Hemp tow waste,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,336,Hempseed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,677,Hops,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,277,Jojoba seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,780,Jute,2010,2010,,0
QC,Crops,48,Costa Rica,5423,Extraction Rate,778,Kapok fibre,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,310,Kapok fruit,2010,2010,,0
QC,Crops,48,Costa Rica,5423,Extraction Rate,311,Kapokseed in shell,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,263,Karite nuts (sheanuts),2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,592,Kiwi fruit,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,224,Kola nuts,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,407,"Leeks, other alliaceous vegetables",2010,2010,hg/ha,100000
QC,Crops,48,Costa Rica,5419,Yield,497,Lemons and limes,2010,2010,hg/ha,190486
QC,Crops,48,Costa Rica,5419,Yield,201,Lentils,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,372,Lettuce and chicory,2010,2010,hg/ha,28571
QC,Crops,48,Costa Rica,5419,Yield,333,Linseed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,210,Lupins,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,56,Maize,2010,2010,hg/ha,19551
QC,Crops,48,Costa Rica,5419,Yield,446,"Maize, green",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,571,"Mangoes, mangosteens, guavas",2010,2010,hg/ha,68373
QC,Crops,48,Costa Rica,5419,Yield,809,Manila fibre (abaca),2010,2010,hg/ha,11292
QC,Crops,48,Costa Rica,5419,Yield,671,Maté,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,568,"Melons, other (inc.cantaloupes)",2010,2010,hg/ha,301807
QC,Crops,48,Costa Rica,5419,Yield,299,Melonseed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,79,Millet,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,449,Mushrooms and truffles,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,292,Mustard seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,702,"Nutmeg, mace and cardamoms",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,234,Nuts nes,2010,2010,hg/ha,10194
QC,Crops,48,Costa Rica,5419,Yield,75,Oats,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,254,Oil palm fruit,2010,2010,hg/ha,172947
QC,Crops,48,Costa Rica,5423,Extraction Rate,257,"Oil, palm",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,339,Oilseeds nes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,430,Okra,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,260,Olives,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,403,"Onions, dry",2010,2010,hg/ha,294356
QC,Crops,48,Costa Rica,5419,Yield,402,"Onions, shallots, green",2010,2010,hg/ha,66667
QC,Crops,48,Costa Rica,5419,Yield,490,Oranges,2010,2010,hg/ha,100800
QC,Crops,48,Costa Rica,5423,Extraction Rate,256,Palm kernels,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,600,Papayas,2010,2010,hg/ha,852632
QC,Crops,48,Costa Rica,5419,Yield,534,Peaches and nectarines,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,521,Pears,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,187,"Peas, dry",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,417,"Peas, green",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,687,Pepper (piper spp.),2010,2010,hg/ha,69333
QC,Crops,48,Costa Rica,5419,Yield,748,Peppermint,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,587,Persimmons,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,197,Pigeon peas,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,574,Pineapples,2010,2010,hg/ha,513941
QC,Crops,48,Costa Rica,5419,Yield,223,Pistachios,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,489,Plantains and others,2010,2010,hg/ha,90000
QC,Crops,48,Costa Rica,5419,Yield,536,Plums and sloes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,296,Poppy seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,116,Potatoes,2010,2010,hg/ha,249489
QC,Crops,48,Costa Rica,5419,Yield,211,Pulses nes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,394,"Pumpkins, squash and gourds",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,754,"Pyrethrum, dried",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,523,Quinces,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,92,Quinoa,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,788,Ramie,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,270,Rapeseed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,547,Raspberries,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,33485
QC,Crops,48,Costa Rica,5419,Yield,149,Roots and tubers nes,2010,2010,hg/ha,91096
QC,Crops,48,Costa Rica,5419,Yield,836,"Rubber, natural",2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,71,Rye,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,280,Safflower seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,328,Seed cotton,2010,2010,hg/ha,7686
QC,Crops,48,Costa Rica,5419,Yield,289,Sesame seed,2010,2010,hg/ha,5940
QC,Crops,48,Costa Rica,5419,Yield,789,Sisal,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,83,Sorghum,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,236,Soybeans,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,723,Spices nes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,373,Spinach,2010,2010,hg/ha,55556
QC,Crops,48,Costa Rica,5419,Yield,544,Strawberries,2010,2010,hg/ha,251351
QC,Crops,48,Costa Rica,5419,Yield,423,String beans,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,157,Sugar beet,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,156,Sugar cane,2010,2010,hg/ha,670147
QC,Crops,48,Costa Rica,5419,Yield,161,Sugar crops nes,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,267,Sunflower seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,122,Sweet potatoes,2010,2010,hg/ha,30233
QC,Crops,48,Costa Rica,5419,Yield,305,Tallowtree seed,2010,2010,,0
QC,Crops,48,Costa Rica,5419,Yield,495,"Tangerines, mandarins, clementines, satsumas",2010,2010,,0
